AgeGroup,CI_Proportion_Lower,CI_Proportion_Upper,Code,Gender,Number,Population,Proportion (%),Region,Risk_Factor,Source_File,Year
55–74,37.5,41.3,PHN503,Males,20306.85,51504.2,39.43,COUNTRY WA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,43.5,48.3,PHN503,Males,5613.032,12233.88,45.88,COUNTRY WA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,15.9,17.8,PHN503,Persons,35068.44,207844.1,16.87,COUNTRY WA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,35.8,39.1,PHN503,Persons,38353.72,102394.0,37.46,COUNTRY WA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,43.1,47.6,PHN503,Persons,11779.54,25990.74,45.32,COUNTRY WA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,11.5,18.0,PHN601,Females,17369.6238171411,117723.0,14.75,TASMANIA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,29.0,39.5,PHN601,Females,23612.8704286975,68881.4889434982,34.28,TASMANIA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,41.3,45.3,PHN601,Females,,,,TASMANIA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,18.2,27.3,PHN601,Males,26193.5378863941,115116.0,22.75,TASMANIA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,33.1,44.0,PHN601,Males,24991.3861889418,64858.4909174691,38.53,TASMANIA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,43.2,47.4,PHN601,Males,,,,TASMANIA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,16.0,21.4,PHN601,Persons,43563.1617035352,232839.0,18.71,TASMANIA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,32.3,40.4,PHN601,Persons,48604.2566176393,133739.979860967,36.34,TASMANIA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,38.2,55.4,PHN601,Persons,16297.3641030711,34845.020139033,46.77,TASMANIA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,4.1,9.0,PHN701,Females,3216.82822305317,49166.0000000001,6.54,NORTHERN TERRITORY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,14.2,27.6,PHN701,Females,2998.05491759848,14339.6731829762,20.91,NORTHERN TERRITORY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,30.3,39.4,PHN701,Females,,,,NORTHERN TERRITORY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,15.5,24.3,PHN701,Males,9954.99736416712,50052.0000000002,19.89,NORTHERN TERRITORY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,19.6,34.4,PHN701,Males,4458.47018701096,16496.5021989839,27.03,NORTHERN TERRITORY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,32.1,41.4,PHN701,Males,,,,NORTHERN TERRITORY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,10.9,15.6,PHN701,Persons,13171.8255872203,99218.0000000001,13.28,NORTHERN TERRITORY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,18.9,29.4,PHN701,Persons,7456.52510460944,30836.1753819601,24.18,NORTHERN TERRITORY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,31.5,40.2,PHN701,Persons,,,,NORTHERN TERRITORY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,8.1,15.2,PHN801,Females,12916.2229109106,110702.0,11.67,AUSTRALIAN CAPITAL TERRITORY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,24.5,38.6,PHN801,Females,11725.6608984512,37214.0431957152,31.51,AUSTRALIAN CAPITAL TERRITORY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,39.9,44.4,PHN801,Females,,,,AUSTRALIAN CAPITAL TERRITORY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,9.9,16.6,PHN801,Males,14312.98504221,107814.0,13.28,AUSTRALIAN CAPITAL TERRITORY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,29.2,50.2,PHN801,Males,13867.3617990598,34917.2683935353,39.71,AUSTRALIAN CAPITAL TERRITORY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,41.5,46.2,PHN801,Males,,,,AUSTRALIAN CAPITAL TERRITORY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,10.2,14.7,PHN801,Persons,27229.2079531206,218516.0,12.46,AUSTRALIAN CAPITAL TERRITORY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,29.3,41.7,PHN801,Persons,25593.022697511,72131.3115892504,35.48,AUSTRALIAN CAPITAL TERRITORY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,40.8,45.1,PHN801,Persons,,,,AUSTRALIAN CAPITAL TERRITORY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
